id,rating,title,date,content
Amazon Customer,5,"Good product
","June 8, 2019","Can’t use it for Bible reading/study
"
Abe,5,"My new Kindle
","September 14, 2019","Haven’t had it long enough for greater evaluation
"
Andrew E.,5,"Wish I bought a kindle years ago
","August 14, 2019","Love it!  Excellent battery life, nice and light.
"
GiGi,4,"Overall I like this kindle.
","August 5, 2019","Only negative is “waking up screen”.  I was able to open up my old kindle without waiting.
"
Amazon Customer,4,"Maneuvering the device
","May 11, 2019","I find it a bit difficult to maneuver. I'm hoping with the tutorial it will become easier!
"
Joel Quirós,5,"Muy contento
","August 9, 2019","Todo muy bien se agradecería mejoren la función para seleccionar texto y la compra de libros en español.
"
shimon,5,"Very comfortable
","August 1, 2019","Easy to use and very comfortable. I take it with me all the time and read in the when i have spare time.
"
Marylee Foisy,5,"Light weight - hold in one hand. No hand crMping.
","August 20, 2019","I love it! Light weight, easy to read in any lighting environment. Durable and convenient.
"
Amazon Customer,1,"I did not get my refund for kindle.
","July 30, 2019","I returned the all new kindle with kindle cover. I was refund on the cover but not the kindle. 6/18/2019
"
Lloyd G. O'Dell Jr.,5,"Very clear letters with adjustable lighting
","August 2, 2019","Used for personal reading Good battery life nice adjustable screen lighting
"
colleen quinn,5,"cool
","June 23, 2019","I like it.
"
richard s.,5,"Small but getting use to
","August 16, 2019","touch screen is not good enough. 2-3 swipes to turn page, same for touch  2-4 touches to access next...
"
Patrick Duffy,3,"Navigation isn't the greatest
","July 30, 2019","This is my 4th kindle.  Why it is a great device for reading books,  I still don't like the navigation.
"
Galen Carter,5,"Not water proof
","July 21, 2019","No regrets on this purchase.  Enjoy my Kindle every day. Only wish this model had more memory options.
"
Amazon Customer,5,"Backlighting
","July 2, 2019","After having the 2nd generation Kindle with no light, the back lighting is great especially  at night.
"
Susan Sereno,5,"I love it
","September 11, 2019","No glare is the best!
"
LaQuita Patterson,5,"Five star!!!
","July 27, 2019","I love my kindle! Great way to read on the go also download books continuously to read!
"
Amazon Customer,5,"Love it!
","April 30, 2019","Very comfortable to hold for long periods of time. Very easy on the eyes!
"
Amazon Customer,5,"Amazing!
","October 29, 2019","Amazing!
"
Howard E Garis Jr,5,"Love reading
","September 17, 2019","Very pleased with the new kindle.
"
Amazon Customer,5,"Great product
","July 27, 2019","My first kindle and I love everything about it
"
machelle hill,4,"Easy to carry in purse
","September 22, 2019","Love it.
"
Amazon Customer,5,"Perfect
","June 14, 2019","Lightweight, easy to hold, maneuver, transport, load. Exactly what I wanted.
"
Thomas Mccarty,5,"Can't believe I waited so long.
","August 17, 2019","It's light, bright and has good battery life.
"
Amazon Customer,5,"love this thing!
","October 14, 2019","love it! upgraded from the kindle keyboard and love the backlight and touch screen. would recommend!
"
taylornicole,5,"Great way to read - a little touchy
","July 29, 2019","I really love the kindle, the touch screen can just be a little fidgety. Everything else is perfect.
"
Christy ,5,"Light
","October 6, 2019","My husband loves that I don’t have to leave the light on to read at night when he’s trying to sleep.
"
Amazon Customer,4,"Like the back light.
","September 17, 2019","Not as user friendly as the older kindle I had previously.
"
Monique Hamilton,5,"Easy to use
","September 3, 2019","I like the small compact size .
"
Amazon Customer,1,"Need instructions
","August 1, 2019","Can’t figure out how to work it
"
Maricopasue,5,"Love new kindle..
","May 3, 2019","This is sooo much better than my old kindle.
"
Joseph Toth,4,"It' okay
","October 8, 2019","I'm trying to figure out how to listen to audio books.  I can't find any information.
"
Samuel Teed,5,"Kindle
","May 3, 2019","like the lighted screen.  Like the various options on it.
"
Robert H. Lipsitz,5,"built in light for free
","November 5, 2019","can read in the dark or in bed
"
Gwendolyn C. Dupre,5,"Lightweight, no eye strain.
","August 26, 2019","Long battery life
"
Carla Miller,5,"Awesome
","July 8, 2019","I love it! Very easy to use and screen light is awesome!
"
Rebecca Powell,1,"Too small
","July 23, 2019","Very small screen
"
Amazon Customer,5,"Touch screen
","May 26, 2019","Touch screen is hard to use, have to touch 2 or 3 times before it moves.
"
Dragonora,5,"Thnx
","July 23, 2019","Thnx
"
viola cushman,5,"Fits great in your purse
","July 29, 2019","Small and lightweight you can take it everywhere you go
"
haifa catarineau,5,"Price and product
","May 27, 2019","Small devise to carry Around
"
Lisa B. Wood,5,"Great dize
","November 2, 2019","I really like size and was of the kindle.
"
Amazon Customer,1,"Battery life not as good as expected
","July 24, 2019","Touch screen not as sensitive as expected
"
CT Reader,2,"battery life
","August 2, 2019","Battery lasted 1 day on full charge,at least my other kindles lasted about 2 weeks
"
geri,5,"Better than the old kindles
","September 30, 2019","I like the size
"
Deanna Futch,5,"Love it!
","June 25, 2019","I love the compact size and ease of use.
"
Amazon Customer,5,"That it goes for days on a single charge.
","May 24, 2019","I love that I can read outside in the daylight. Also, the fact that it's small and lightweight.
"
Elizabeth Torres,5,"Kindle Fan
","October 14, 2019","Excellent device! Longer battery Charge.
"
Amazon Customer,5,"works as advertised
","August 19, 2019","excellent for reading in all situations
"
Barbara Brown,5,"Easy to Read!
","July 23, 2019","Love that I can read in the sun or dark without straining my eyes.
"
Jose T. Moguel,5,"Best kindle version
","April 22, 2019","Had an old kindle which I always enjoyed, but this version I love!
"
Carole Markham,3,"No one there at Amazon can help with the password.
","April 22, 2019","I like the KINDLE just fine but no one can help with the password.
"
barbara,5,"Just as described
","April 18, 2019","Easy to use.  I've never owned o e before I love it.
"
marshall rose,5,"1st Kinddle I have had , and I am very pleased with it
","August 5, 2019","Works just like they said , very happy
"
Sydney,5,"Exceptional Product
","July 19, 2019","Great product I’d recommend to anyone.
"
Tina Domanski-Palmer,5,"hours of entertainment-
","November 11, 2019","this is much brighter than my last one
"
ROBERT BUNCH,5,"Perfect for me
","July 14, 2019","Love it
"
John E. Ford,4,"Huh?
","June 7, 2019","OK
"
Carl Wiklson,5,"Very comfortable to use. Great battery life.
","April 17, 2019","Works as advertised.
"
Bob,5,"Ease of reading
","May 21, 2019","I use my kindle strictly for reading. It is easy to use and comfortable to hold when reading
"
maureen,5,"Great buy!
","June 19, 2019","Love the kindle. It small so it fits my hand I dnt get tired while reading on it
"
Lee R Johnson,4,"No comment.
","August 2, 2019","No comment/
"
Amazon Customer,5,"So easy to start using.....
","August 9, 2019","Was able to start using it right away, is small and easy to handle, love it!!
"
Anita Ball,5,"It's so much better than my old 3rd Generation which I'd had for years!!!
","August 27, 2019","Just wanted an upgrade.
"
Barb Orosz,1,"Can't add apps
","July 31, 2019","Wasn't able to add apps
"
Patricia R. Mcgrath,4,"Best asset
","July 26, 2019","Much lighter than my previous kindle
"
Jen,5,"That it picks up where I left off.
","November 8, 2019","Love this kindle book.
"
Sandra D. Nelson,5,"Very portable
","August 5, 2019","Size and ease of using
"
Sue Eschenbacher,5,"improved clarity and battery life
","August 16, 2019","Easier to read and navigate, and goes a lot longer on a charge
"
Doogfrog,5,"Background lighting.
","July 5, 2019","I like everything about my new kindle.  Most impressive!
"
Chris Bronson,2,"Seems fine for now but
","October 28, 2019","Be prepared to pay an additional $40 for a case.
"
Trudy,5,"Long battery life
","May 21, 2019","Had everything I needed.  Exactly as advertised.
"
Keith Larson,5,"Love it
","April 30, 2019","While I haven't used it a lot...I'm enjoying it!
"
elizabeth,4,"It works
","October 21, 2019","No answer
"
Ray Racette,4,"How to manage content
","June 16, 2019","I could not determine where the Users Guide explains how to manage content.
"
Wanda,5,"Great deal!
","July 20, 2019","Great size.  Dits comfortably in one hand.  Easy to navigate.
"
Renato Montenegro,5,"Excelente la Kindle Paperwhite 2019
","June 17, 2019","Me encantó este producto, por todas sus funciones y por su precio que es accesible.
"
Lynne Brown,5,"Enjoyable to read from this screen
","September 17, 2019","Like the lighted screen -- great for reading at night in bed
"
Patricia Nilles,5,"Kindle
","June 6, 2019","Received this as a gift and I love it. It's very compact and easy to use. Great product!
"
Amazon Customer,5,"Great Value and Easy to Read in any lighting
","July 3, 2019","Light weight as well
"
Neil Ratner,5,"Makes reading easy
","August 30, 2019","Very lightweight and easy to read
"
Maria Crowley,4,"Perfect
","July 26, 2019","Love it fits perfectly in my hand
"
K.P. Dowd,5,"Kindle review
","September 3, 2019","Love the built in light, font size options and compact size.
"
Jesse Connor,5,"i can read it anywhere
","July 22, 2019","i can read it anywhere and its easy on my eyes
"
tank,5,"Great product size and price
","April 18, 2019","I love this as it is so portable
"
Amazon Customer,5,"Cute and simple to use
","November 22, 2019","I love it. Love the battery life
"
Amazon Customer,5,"Great upgrades from the original Kindle
","September 8, 2019","It's great!  Love the back lighting feature!
"
Chris Bejcek,5,"Exactly what I was looking for
","July 29, 2019","Affordable, lightweight, very easy to read on. The battery lasts a very long time.
"
Carol Reuther,1,"My kindle shut down
","September 3, 2019","My kindle has completely shut down. I bought it the end of May and need to return it.
"
Viet Tran,5,"Useful and good price
","July 29, 2019","Bought this Kindle for my friend, she really love this. very light weight and useful.
"
